id,kor_name,en_name,type,image_url,image_url_small,image_url_cropped
7733560,시계신 미치온,"Michion, the Timelord",Effect Monster,https://images.ygoprodeck.com/images/cards/7733560.jpg,https://images.ygoprodeck.com/images/cards_small/7733560.jpg,https://images.ygoprodeck.com/images/cards_cropped/7733560.jpg
7736719,에어 서큘레이터,Vortex Trooper,Effect Monster,https://images.ygoprodeck.com/images/cards/7736719.jpg,https://images.ygoprodeck.com/images/cards_small/7736719.jpg,https://images.ygoprodeck.com/images/cards_cropped/7736719.jpg
7778726,하이퍼스타,Hip Hoshiningen,Link Monster,https://images.ygoprodeck.com/images/cards/7778726.jpg,https://images.ygoprodeck.com/images/cards_small/7778726.jpg,https://images.ygoprodeck.com/images/cards_cropped/7778726.jpg
7799906,EM스마일 매지션,Performapal Smile Sorcerer,Pendulum Effect Monster,https://images.ygoprodeck.com/images/cards/7799906.jpg,https://images.ygoprodeck.com/images/cards_small/7799906.jpg,https://images.ygoprodeck.com/images/cards_cropped/7799906.jpg
7802006,마법초 만드라고라,Magical Plant Mandragola,Flip Effect Monster,https://images.ygoprodeck.com/images/cards/7802006.jpg,https://images.ygoprodeck.com/images/cards_small/7802006.jpg,https://images.ygoprodeck.com/images/cards_cropped/7802006.jpg
7805147,솔저 드래곤,Soldier Dragons,Effect Monster,https://images.ygoprodeck.com/images/cards/7805147.jpg,https://images.ygoprodeck.com/images/cards_small/7805147.jpg,https://images.ygoprodeck.com/images/cards_cropped/7805147.jpg
7805359,코덱,Niwatori,Normal Monster,https://images.ygoprodeck.com/images/cards/7805359.jpg,https://images.ygoprodeck.com/images/cards_small/7805359.jpg,https://images.ygoprodeck.com/images/cards_cropped/7805359.jpg
7811875,중력 붕괴,Gravity Collapse,Trap Card,https://images.ygoprodeck.com/images/cards/7811875.jpg,https://images.ygoprodeck.com/images/cards_small/7811875.jpg,https://images.ygoprodeck.com/images/cards_cropped/7811875.jpg
7817703,D・파워 유닛,Morphtronic Engine,Spell Card,https://images.ygoprodeck.com/images/cards/7817703.jpg,https://images.ygoprodeck.com/images/cards_small/7817703.jpg,https://images.ygoprodeck.com/images/cards_cropped/7817703.jpg
7841112,세이비어 스타 드래곤,Majestic Star Dragon,Synchro Monster,https://images.ygoprodeck.com/images/cards/7841112.jpg,https://images.ygoprodeck.com/images/cards_small/7841112.jpg,https://images.ygoprodeck.com/images/cards_cropped/7841112.jpg
7841921,질주의 암흑 기사가이아,Charging Gaia the Fierce Knight,Effect Monster,https://images.ygoprodeck.com/images/cards/7841921.jpg,https://images.ygoprodeck.com/images/cards_small/7841921.jpg,https://images.ygoprodeck.com/images/cards_cropped/7841921.jpg
7845138,망막의 죽은 자,Endless Decay,Effect Monster,https://images.ygoprodeck.com/images/cards/7845138.jpg,https://images.ygoprodeck.com/images/cards_small/7845138.jpg,https://images.ygoprodeck.com/images/cards_cropped/7845138.jpg
7850740,엑시즈 슬라이돌핀,Xyz Slidolphin,Effect Monster,https://images.ygoprodeck.com/images/cards/7850740.jpg,https://images.ygoprodeck.com/images/cards_small/7850740.jpg,https://images.ygoprodeck.com/images/cards_cropped/7850740.jpg
7852509,파괴륜회,Loop of Destruction,Trap Card,https://images.ygoprodeck.com/images/cards/7852509.jpg,https://images.ygoprodeck.com/images/cards_small/7852509.jpg,https://images.ygoprodeck.com/images/cards_cropped/7852509.jpg
7852878,삼천개가시 고슴도치,Three Thousand Needles,Effect Monster,https://images.ygoprodeck.com/images/cards/7852878.jpg,https://images.ygoprodeck.com/images/cards_small/7852878.jpg,https://images.ygoprodeck.com/images/cards_cropped/7852878.jpg
7864030,초중무사타이마－2,Superheavy Samurai Blowtorch,Effect Monster,https://images.ygoprodeck.com/images/cards/7864030.jpg,https://images.ygoprodeck.com/images/cards_small/7864030.jpg,https://images.ygoprodeck.com/images/cards_cropped/7864030.jpg
7868571,메탈포제 실버드,Metalfoes Silverd,Pendulum Normal Monster,https://images.ygoprodeck.com/images/cards/7868571.jpg,https://images.ygoprodeck.com/images/cards_small/7868571.jpg,https://images.ygoprodeck.com/images/cards_cropped/7868571.jpg
7889323,트라이브리게이드 데드라인,Tri-Brigade Showdown,Spell Card,https://images.ygoprodeck.com/images/cards/7889323.jpg,https://images.ygoprodeck.com/images/cards_small/7889323.jpg,https://images.ygoprodeck.com/images/cards_cropped/7889323.jpg
7892180,사이코 갑파,Psychic Kappa,Normal Monster,https://images.ygoprodeck.com/images/cards/7892180.jpg,https://images.ygoprodeck.com/images/cards_small/7892180.jpg,https://images.ygoprodeck.com/images/cards_cropped/7892180.jpg
7902349,봉인된 자의 왼쪽 팔,Left Arm of the Forbidden One,Normal Monster,https://images.ygoprodeck.com/images/cards/7902349.jpg,https://images.ygoprodeck.com/images/cards_small/7902349.jpg,https://images.ygoprodeck.com/images/cards_cropped/7902349.jpg
7903368,수정해골,Crystal Skull,Effect Monster,https://images.ygoprodeck.com/images/cards/7903368.jpg,https://images.ygoprodeck.com/images/cards_small/7903368.jpg,https://images.ygoprodeck.com/images/cards_cropped/7903368.jpg
7913375,포격의 중강갑 거북,Artillery Catapult Turtle,Effect Monster,https://images.ygoprodeck.com/images/cards/7913375.jpg,https://images.ygoprodeck.com/images/cards_small/7913375.jpg,https://images.ygoprodeck.com/images/cards_cropped/7913375.jpg
7914843,전자미노충,Electromagnetic Bagworm,Flip Effect Monster,https://images.ygoprodeck.com/images/cards/7914843.jpg,https://images.ygoprodeck.com/images/cards_small/7914843.jpg,https://images.ygoprodeck.com/images/cards_cropped/7914843.jpg
7922915,매지션즈 내비게이트,Magician Navigation,Trap Card,https://images.ygoprodeck.com/images/cards/7922915.jpg,https://images.ygoprodeck.com/images/cards_small/7922915.jpg,https://images.ygoprodeck.com/images/cards_cropped/7922915.jpg
7925734,링크애플,Link Apple,Effect Monster,https://images.ygoprodeck.com/images/cards/7925734.jpg,https://images.ygoprodeck.com/images/cards_small/7925734.jpg,https://images.ygoprodeck.com/images/cards_cropped/7925734.jpg
7930346,절절의 지신,Origami Goddess,Effect Monster,https://images.ygoprodeck.com/images/cards/7930346.jpg,https://images.ygoprodeck.com/images/cards_small/7930346.jpg,https://images.ygoprodeck.com/images/cards_cropped/7930346.jpg
7934362,Performage Fire Dancer,Performage Fire Dancer,Pendulum Effect Monster,https://images.ygoprodeck.com/images/cards/7934362.jpg,https://images.ygoprodeck.com/images/cards_small/7934362.jpg,https://images.ygoprodeck.com/images/cards_cropped/7934362.jpg
7935043,해룡신의 가호,Aegis of the Ocean Dragon Lord,Trap Card,https://images.ygoprodeck.com/images/cards/7935043.jpg,https://images.ygoprodeck.com/images/cards_small/7935043.jpg,https://images.ygoprodeck.com/images/cards_cropped/7935043.jpg
7953868,창혈귀,Blue-Blooded Oni,Effect Monster,https://images.ygoprodeck.com/images/cards/7953868.jpg,https://images.ygoprodeck.com/images/cards_small/7953868.jpg,https://images.ygoprodeck.com/images/cards_cropped/7953868.jpg
7969770,트랜스패밀리어,Trancefamiliar,Effect Monster,https://images.ygoprodeck.com/images/cards/7969770.jpg,https://images.ygoprodeck.com/images/cards_small/7969770.jpg,https://images.ygoprodeck.com/images/cards_cropped/7969770.jpg
7984540,생아발론 다프네,Sunavalon Daphne,Link Monster,https://images.ygoprodeck.com/images/cards/7984540.jpg,https://images.ygoprodeck.com/images/cards_small/7984540.jpg,https://images.ygoprodeck.com/images/cards_cropped/7984540.jpg
7986397,리벤데드 버스,Revendread Evolution,Spell Card,https://images.ygoprodeck.com/images/cards/7986397.jpg,https://images.ygoprodeck.com/images/cards_small/7986397.jpg,https://images.ygoprodeck.com/images/cards_cropped/7986397.jpg
7987191,바렐로드 R드래곤,Borreload Riot Dragon,Ritual Effect Monster,https://images.ygoprodeck.com/images/cards/7987191.jpg,https://images.ygoprodeck.com/images/cards_small/7987191.jpg,https://images.ygoprodeck.com/images/cards_cropped/7987191.jpg
8025950,가제트 박스,Gadget Box,Spell Card,https://images.ygoprodeck.com/images/cards/8025950.jpg,https://images.ygoprodeck.com/images/cards_small/8025950.jpg,https://images.ygoprodeck.com/images/cards_cropped/8025950.jpg
8034697,마법의 꼭두각시 인형,Magical Marionette,Effect Monster,https://images.ygoprodeck.com/images/cards/8034697.jpg,https://images.ygoprodeck.com/images/cards_small/8034697.jpg,https://images.ygoprodeck.com/images/cards_cropped/8034697.jpg
8038143,타키온 트랜스미그레이션,Tachyon Transmigration,Trap Card,https://images.ygoprodeck.com/images/cards/8038143.jpg,https://images.ygoprodeck.com/images/cards_small/8038143.jpg,https://images.ygoprodeck.com/images/cards_cropped/8038143.jpg
8041569,라바르 염호반의 숙녀,Laval Lakeside Lady,Tuner Monster,https://images.ygoprodeck.com/images/cards/8041569.jpg,https://images.ygoprodeck.com/images/cards_small/8041569.jpg,https://images.ygoprodeck.com/images/cards_cropped/8041569.jpg
8057630,코어의 재연성,Core Reinforcement,Trap Card,https://images.ygoprodeck.com/images/cards/8057630.jpg,https://images.ygoprodeck.com/images/cards_small/8057630.jpg,https://images.ygoprodeck.com/images/cards_cropped/8057630.jpg
8058240,Binding Chain,Binding Chain,Normal Monster,https://images.ygoprodeck.com/images/cards/8058240.jpg,https://images.ygoprodeck.com/images/cards_small/8058240.jpg,https://images.ygoprodeck.com/images/cards_cropped/8058240.jpg
8062132,독사신 베노미너거,Vennominaga the Deity of Poisonous Snakes,Effect Monster,https://images.ygoprodeck.com/images/cards/8062132.jpg,https://images.ygoprodeck.com/images/cards_small/8062132.jpg,https://images.ygoprodeck.com/images/cards_cropped/8062132.jpg
8078366,해황의 돌격병,Atlantean Attack Squad,Effect Monster,https://images.ygoprodeck.com/images/cards/8078366.jpg,https://images.ygoprodeck.com/images/cards_small/8078366.jpg,https://images.ygoprodeck.com/images/cards_cropped/8078366.jpg
8080257,Flame Swordsdance,Flame Swordsdance,Trap Card,https://images.ygoprodeck.com/images/cards/8080257.jpg,https://images.ygoprodeck.com/images/cards_small/8080257.jpg,https://images.ygoprodeck.com/images/cards_cropped/8080257.jpg
8083925,Live☆Twin엔트런스,Live☆Twin Home,Spell Card,https://images.ygoprodeck.com/images/cards/8083925.jpg,https://images.ygoprodeck.com/images/cards_small/8083925.jpg,https://images.ygoprodeck.com/images/cards_cropped/8083925.jpg
8085950,Burning Dragon,Burning Dragon,Effect Monster,https://images.ygoprodeck.com/images/cards/8085950.jpg,https://images.ygoprodeck.com/images/cards_small/8085950.jpg,https://images.ygoprodeck.com/images/cards_cropped/8085950.jpg
8091563,SD (슈퍼 디펜스) 로보 라이오,Super Defense Robot Lio,Effect Monster,https://images.ygoprodeck.com/images/cards/8091563.jpg,https://images.ygoprodeck.com/images/cards_small/8091563.jpg,https://images.ygoprodeck.com/images/cards_cropped/8091563.jpg
8102334,게이트 블록커,Gate Blocker,Effect Monster,https://images.ygoprodeck.com/images/cards/8102334.jpg,https://images.ygoprodeck.com/images/cards_small/8102334.jpg,https://images.ygoprodeck.com/images/cards_cropped/8102334.jpg
8124921,봉인된 자의 오른쪽 다리,Right Leg of the Forbidden One,Normal Monster,https://images.ygoprodeck.com/images/cards/8124921.jpg,https://images.ygoprodeck.com/images/cards_small/8124921.jpg,https://images.ygoprodeck.com/images/cards_cropped/8124921.jpg
8129306,육화정 프리무,Primula the Rikka Fairy,Effect Monster,https://images.ygoprodeck.com/images/cards/8129306.jpg,https://images.ygoprodeck.com/images/cards_small/8129306.jpg,https://images.ygoprodeck.com/images/cards_cropped/8129306.jpg
8131171,킬러 스네이크,Sinister Serpent,Effect Monster,https://images.ygoprodeck.com/images/cards/8131171.jpg,https://images.ygoprodeck.com/images/cards_small/8131171.jpg,https://images.ygoprodeck.com/images/cards_cropped/8131171.jpg
8148322,프레데터 프라임 퓨전,Predaprime Fusion,Spell Card,https://images.ygoprodeck.com/images/cards/8148322.jpg,https://images.ygoprodeck.com/images/cards_small/8148322.jpg,https://images.ygoprodeck.com/images/cards_cropped/8148322.jpg
8152834,타라이,Tarai,Effect Monster,https://images.ygoprodeck.com/images/cards/8152834.jpg,https://images.ygoprodeck.com/images/cards_small/8152834.jpg,https://images.ygoprodeck.com/images/cards_cropped/8152834.jpg
8165596,No.90 갤럭시아이즈 포톤 로드,Number 90: Galaxy-Eyes Photon Lord,XYZ Monster,https://images.ygoprodeck.com/images/cards/8165596.jpg,https://images.ygoprodeck.com/images/cards_small/8165596.jpg,https://images.ygoprodeck.com/images/cards_cropped/8165596.jpg
8173184,리페어 제넥스 컨트롤러,Repair Genex Controller,Link Monster,https://images.ygoprodeck.com/images/cards/8173184.jpg,https://images.ygoprodeck.com/images/cards_small/8173184.jpg,https://images.ygoprodeck.com/images/cards_cropped/8173184.jpg
8175346,포키 드라코,Poki Draco,Effect Monster,https://images.ygoprodeck.com/images/cards/8175346.jpg,https://images.ygoprodeck.com/images/cards_small/8175346.jpg,https://images.ygoprodeck.com/images/cards_cropped/8175346.jpg
8192327,광령신 포스오라쥬,Phosphorage the Elemental Lord,Effect Monster,https://images.ygoprodeck.com/images/cards/8192327.jpg,https://images.ygoprodeck.com/images/cards_small/8192327.jpg,https://images.ygoprodeck.com/images/cards_cropped/8192327.jpg
8198620,명계룡 드래고네크로,Dragonecro Nethersoul Dragon,Fusion Monster,https://images.ygoprodeck.com/images/cards/8198620.jpg,https://images.ygoprodeck.com/images/cards_small/8198620.jpg,https://images.ygoprodeck.com/images/cards_cropped/8198620.jpg
8198712,엔드 오브 더 월드,End of the World,Spell Card,https://images.ygoprodeck.com/images/cards/8198712.jpg,https://images.ygoprodeck.com/images/cards_small/8198712.jpg,https://images.ygoprodeck.com/images/cards_cropped/8198712.jpg
8200556,피험체 뮤트리아 ST－46,Myutant ST-46,Effect Monster,https://images.ygoprodeck.com/images/cards/8200556.jpg,https://images.ygoprodeck.com/images/cards_small/8200556.jpg,https://images.ygoprodeck.com/images/cards_cropped/8200556.jpg
8201910,스타 보이,Star Boy,Effect Monster,https://images.ygoprodeck.com/images/cards/8201910.jpg,https://images.ygoprodeck.com/images/cards_small/8201910.jpg,https://images.ygoprodeck.com/images/cards_cropped/8201910.jpg
8226374,기믹 퍼핏－험프티 덤프티,Gimmick Puppet Humpty Dumpty,Effect Monster,https://images.ygoprodeck.com/images/cards/8226374.jpg,https://images.ygoprodeck.com/images/cards_small/8226374.jpg,https://images.ygoprodeck.com/images/cards_cropped/8226374.jpg
8233522,A·O·J 사이클리더,Ally of Justice Cycle Reader,Tuner Monster,https://images.ygoprodeck.com/images/cards/8233522.jpg,https://images.ygoprodeck.com/images/cards_small/8233522.jpg,https://images.ygoprodeck.com/images/cards_cropped/8233522.jpg
8240199,파란 눈의 현사,Sage with Eyes of Blue,Tuner Monster,https://images.ygoprodeck.com/images/cards/8240199.jpg,https://images.ygoprodeck.com/images/cards_small/8240199.jpg,https://images.ygoprodeck.com/images/cards_cropped/8240199.jpg
8243121,LL (리리컬 루스키니아) －비익의 려조,Lyrilusc - Phantom Feathers,Trap Card,https://images.ygoprodeck.com/images/cards/8243121.jpg,https://images.ygoprodeck.com/images/cards_small/8243121.jpg,https://images.ygoprodeck.com/images/cards_cropped/8243121.jpg
8251996,방해꾼 델타 허리케인!!,Ojama Delta Hurricane!!,Spell Card,https://images.ygoprodeck.com/images/cards/8251996.jpg,https://images.ygoprodeck.com/images/cards_small/8251996.jpg,https://images.ygoprodeck.com/images/cards_cropped/8251996.jpg
8264361,암영의 암령사 달크,"Dharc the Dark Charmer, Gloomy",Link Monster,https://images.ygoprodeck.com/images/cards/8264361.jpg,https://images.ygoprodeck.com/images/cards_small/8264361.jpg,https://images.ygoprodeck.com/images/cards_cropped/8264361.jpg
8267140,코즈믹 싸이크론,Cosmic Cyclone,Spell Card,https://images.ygoprodeck.com/images/cards/8267140.jpg,https://images.ygoprodeck.com/images/cards_small/8267140.jpg,https://images.ygoprodeck.com/images/cards_cropped/8267140.jpg
8275702,보옥의 계약,Crystal Promise,Spell Card,https://images.ygoprodeck.com/images/cards/8275702.jpg,https://images.ygoprodeck.com/images/cards_small/8275702.jpg,https://images.ygoprodeck.com/images/cards_cropped/8275702.jpg
8279188,뎁스 애뮤릿,Depth Amulet,Trap Card,https://images.ygoprodeck.com/images/cards/8279188.jpg,https://images.ygoprodeck.com/images/cards_small/8279188.jpg,https://images.ygoprodeck.com/images/cards_cropped/8279188.jpg
8284390,SR56프레인,Speedroid Rubberband Plane,Effect Monster,https://images.ygoprodeck.com/images/cards/8284390.jpg,https://images.ygoprodeck.com/images/cards_small/8284390.jpg,https://images.ygoprodeck.com/images/cards_cropped/8284390.jpg
8310162,Sin패러독스 드래곤,Malefic Paradox Dragon,Synchro Monster,https://images.ygoprodeck.com/images/cards/8310162.jpg,https://images.ygoprodeck.com/images/cards_small/8310162.jpg,https://images.ygoprodeck.com/images/cards_cropped/8310162.jpg
8316565,졸트 카운터,Jolt Counter,Trap Card,https://images.ygoprodeck.com/images/cards/8316565.jpg,https://images.ygoprodeck.com/images/cards_small/8316565.jpg,https://images.ygoprodeck.com/images/cards_cropped/8316565.jpg
8316661,마굉신 미즈토지,Fabled Miztoji,Tuner Monster,https://images.ygoprodeck.com/images/cards/8316661.jpg,https://images.ygoprodeck.com/images/cards_small/8316661.jpg,https://images.ygoprodeck.com/images/cards_cropped/8316661.jpg
8321183,령수의 서환,Ritual Beast Return,Spell Card,https://images.ygoprodeck.com/images/cards/8321183.jpg,https://images.ygoprodeck.com/images/cards_small/8321183.jpg,https://images.ygoprodeck.com/images/cards_cropped/8321183.jpg
8323633,밤안개의 스나이퍼,Cloak and Dagger,Trap Card,https://images.ygoprodeck.com/images/cards/8323633.jpg,https://images.ygoprodeck.com/images/cards_small/8323633.jpg,https://images.ygoprodeck.com/images/cards_cropped/8323633.jpg
8324284,Spirit Shield,Spirit Shield,Trap Card,https://images.ygoprodeck.com/images/cards/8324284.jpg,https://images.ygoprodeck.com/images/cards_small/8324284.jpg,https://images.ygoprodeck.com/images/cards_cropped/8324284.jpg
8327462,Skullbird,Skullbird,Fusion Monster,https://images.ygoprodeck.com/images/cards/8327462.jpg,https://images.ygoprodeck.com/images/cards_small/8327462.jpg,https://images.ygoprodeck.com/images/cards_cropped/8327462.jpg
8339504,엑시즈 시프트,Xyz Shift,Spell Card,https://images.ygoprodeck.com/images/cards/8339504.jpg,https://images.ygoprodeck.com/images/cards_small/8339504.jpg,https://images.ygoprodeck.com/images/cards_cropped/8339504.jpg
8353769,Air Eater,Air Eater,Normal Monster,https://images.ygoprodeck.com/images/cards/8353769.jpg,https://images.ygoprodeck.com/images/cards_small/8353769.jpg,https://images.ygoprodeck.com/images/cards_cropped/8353769.jpg
8372133,스카레드 패밀리어,Red Familiar,Effect Monster,https://images.ygoprodeck.com/images/cards/8372133.jpg,https://images.ygoprodeck.com/images/cards_small/8372133.jpg,https://images.ygoprodeck.com/images/cards_cropped/8372133.jpg
8384771,EM고무고무튼,Performapal Gumgumouton,Pendulum Effect Monster,https://images.ygoprodeck.com/images/cards/8384771.jpg,https://images.ygoprodeck.com/images/cards_small/8384771.jpg,https://images.ygoprodeck.com/images/cards_cropped/8384771.jpg
8387138,No.27 노급전함－드레드노이드,Number 27: Dreadnought Dreadnoid,XYZ Monster,https://images.ygoprodeck.com/images/cards/8387138.jpg,https://images.ygoprodeck.com/images/cards_small/8387138.jpg,https://images.ygoprodeck.com/images/cards_cropped/8387138.jpg
8396952,아르카나 포스 Ⅰ－더 매지션,Arcana Force I - The Magician,Effect Monster,https://images.ygoprodeck.com/images/cards/8396952.jpg,https://images.ygoprodeck.com/images/cards_small/8396952.jpg,https://images.ygoprodeck.com/images/cards_cropped/8396952.jpg
8400623,사룡 아난타,Evil Dragon Ananta,Effect Monster,https://images.ygoprodeck.com/images/cards/8400623.jpg,https://images.ygoprodeck.com/images/cards_small/8400623.jpg,https://images.ygoprodeck.com/images/cards_cropped/8400623.jpg
8414337,가스타의 풍진,Dust Storm of Gusto,Trap Card,https://images.ygoprodeck.com/images/cards/8414337.jpg,https://images.ygoprodeck.com/images/cards_small/8414337.jpg,https://images.ygoprodeck.com/images/cards_cropped/8414337.jpg
8428836,명점술의 의식,Underworld Ritual of Prediction,Spell Card,https://images.ygoprodeck.com/images/cards/8428836.jpg,https://images.ygoprodeck.com/images/cards_small/8428836.jpg,https://images.ygoprodeck.com/images/cards_cropped/8428836.jpg
8437145,연옥의 사도,Void Seer,Spell Card,https://images.ygoprodeck.com/images/cards/8437145.jpg,https://images.ygoprodeck.com/images/cards_small/8437145.jpg,https://images.ygoprodeck.com/images/cards_cropped/8437145.jpg
8454126,네프티스의 이어주는 손,Conductor of Nephthys,Ritual Effect Monster,https://images.ygoprodeck.com/images/cards/8454126.jpg,https://images.ygoprodeck.com/images/cards_small/8454126.jpg,https://images.ygoprodeck.com/images/cards_cropped/8454126.jpg
8463720,DDD극룡왕 베어 울프,D/D/D Dragonbane King Beowulf,Fusion Monster,https://images.ygoprodeck.com/images/cards/8463720.jpg,https://images.ygoprodeck.com/images/cards_small/8463720.jpg,https://images.ygoprodeck.com/images/cards_cropped/8463720.jpg
8471389,기가테크 울프,Giga-Tech Wolf,Normal Monster,https://images.ygoprodeck.com/images/cards/8471389.jpg,https://images.ygoprodeck.com/images/cards_small/8471389.jpg,https://images.ygoprodeck.com/images/cards_cropped/8471389.jpg
8483333,모자이크 만티코어,Mosaic Manticore,Effect Monster,https://images.ygoprodeck.com/images/cards/8483333.jpg,https://images.ygoprodeck.com/images/cards_small/8483333.jpg,https://images.ygoprodeck.com/images/cards_cropped/8483333.jpg
8487449,제스터 콩피,Jester Confit,Effect Monster,https://images.ygoprodeck.com/images/cards/8487449.jpg,https://images.ygoprodeck.com/images/cards_small/8487449.jpg,https://images.ygoprodeck.com/images/cards_cropped/8487449.jpg
8491308,섬도희－하야테,Sky Striker Ace - Hayate,Link Monster,https://images.ygoprodeck.com/images/cards/8491308.jpg,https://images.ygoprodeck.com/images/cards_small/8491308.jpg,https://images.ygoprodeck.com/images/cards_cropped/8491308.jpg
8491961,LL (리리컬 루스키니아) －리스이트 스털링,Lyrilusc - Recital Starling,XYZ Monster,https://images.ygoprodeck.com/images/cards/8491961.jpg,https://images.ygoprodeck.com/images/cards_small/8491961.jpg,https://images.ygoprodeck.com/images/cards_cropped/8491961.jpg
8495780,심해의 아티장,Deep Sea Artisan,Effect Monster,https://images.ygoprodeck.com/images/cards/8495780.jpg,https://images.ygoprodeck.com/images/cards_small/8495780.jpg,https://images.ygoprodeck.com/images/cards_cropped/8495780.jpg
8505920,합체마신－게이트 가디언,Gate Guardians Combined,Fusion Monster,https://images.ygoprodeck.com/images/cards/8505920.jpg,https://images.ygoprodeck.com/images/cards_small/8505920.jpg,https://images.ygoprodeck.com/images/cards_cropped/8505920.jpg
8508055,격투쥐츄스케,Chu-Ske the Mouse Fighter,Normal Monster,https://images.ygoprodeck.com/images/cards/8508055.jpg,https://images.ygoprodeck.com/images/cards_small/8508055.jpg,https://images.ygoprodeck.com/images/cards_cropped/8508055.jpg
8512558,희망황 오노마토피아,Utopic Onomatopoeia,Effect Monster,https://images.ygoprodeck.com/images/cards/8512558.jpg,https://images.ygoprodeck.com/images/cards_small/8512558.jpg,https://images.ygoprodeck.com/images/cards_cropped/8512558.jpg
8522996,시원의 제왕,The First Monarch,Trap Card,https://images.ygoprodeck.com/images/cards/8522996.jpg,https://images.ygoprodeck.com/images/cards_small/8522996.jpg,https://images.ygoprodeck.com/images/cards_cropped/8522996.jpg
8529136,스크랩 피스트,Scrap Fist,Spell Card,https://images.ygoprodeck.com/images/cards/8529136.jpg,https://images.ygoprodeck.com/images/cards_small/8529136.jpg,https://images.ygoprodeck.com/images/cards_cropped/8529136.jpg
8540986,Veidos the Dragon of Endless Darkness,Veidos the Dragon of Endless Darkness,Fusion Monster,https://images.ygoprodeck.com/images/cards/8540986.jpg,https://images.ygoprodeck.com/images/cards_small/8540986.jpg,https://images.ygoprodeck.com/images/cards_cropped/8540986.jpg
8559524,커맨드 레조네이터,Resonator Command,Spell Card,https://images.ygoprodeck.com/images/cards/8559524.jpg,https://images.ygoprodeck.com/images/cards_small/8559524.jpg,https://images.ygoprodeck.com/images/cards_cropped/8559524.jpg
8559793,RR (레이드 랩터즈) －네스트,Raidraptor - Nest,Spell Card,https://images.ygoprodeck.com/images/cards/8559793.jpg,https://images.ygoprodeck.com/images/cards_small/8559793.jpg,https://images.ygoprodeck.com/images/cards_cropped/8559793.jpg
8561192,신수의 수호수－아왕,"Leo, the Keeper of the Sacred Tree",Synchro Monster,https://images.ygoprodeck.com/images/cards/8561192.jpg,https://images.ygoprodeck.com/images/cards_small/8561192.jpg,https://images.ygoprodeck.com/images/cards_cropped/8561192.jpg
8567955,밸런서로드,Balancer Lord,Effect Monster,https://images.ygoprodeck.com/images/cards/8567955.jpg,https://images.ygoprodeck.com/images/cards_small/8567955.jpg,https://images.ygoprodeck.com/images/cards_cropped/8567955.jpg
8571567,BF (블랙 페더) －람사의 샤멀,Blackwing - Shamal the Sandstorm,Tuner Monster,https://images.ygoprodeck.com/images/cards/8571567.jpg,https://images.ygoprodeck.com/images/cards_small/8571567.jpg,https://images.ygoprodeck.com/images/cards_cropped/8571567.jpg
8576764,탐식어 그리디스,Gluttonous Reptolphin Greethys,Tuner Monster,https://images.ygoprodeck.com/images/cards/8576764.jpg,https://images.ygoprodeck.com/images/cards_small/8576764.jpg,https://images.ygoprodeck.com/images/cards_cropped/8576764.jpg
8581705,인페르노퀸 데몬,Infernalqueen Archfiend,Effect Monster,https://images.ygoprodeck.com/images/cards/8581705.jpg,https://images.ygoprodeck.com/images/cards_small/8581705.jpg,https://images.ygoprodeck.com/images/cards_cropped/8581705.jpg
8594079,쥬락 브라키스,Jurrac Brachis,Tuner Monster,https://images.ygoprodeck.com/images/cards/8594079.jpg,https://images.ygoprodeck.com/images/cards_small/8594079.jpg,https://images.ygoprodeck.com/images/cards_cropped/8594079.jpg
8602351,레프티레스 에키두나,Reptilianne Echidna,Link Monster,https://images.ygoprodeck.com/images/cards/8602351.jpg,https://images.ygoprodeck.com/images/cards_small/8602351.jpg,https://images.ygoprodeck.com/images/cards_cropped/8602351.jpg
8608979,일족의 결집,Super Team Buddy Force Unite!,Trap Card,https://images.ygoprodeck.com/images/cards/8608979.jpg,https://images.ygoprodeck.com/images/cards_small/8608979.jpg,https://images.ygoprodeck.com/images/cards_cropped/8608979.jpg
8611007,라바르바르 드라군,Lavalval Dragun,Synchro Monster,https://images.ygoprodeck.com/images/cards/8611007.jpg,https://images.ygoprodeck.com/images/cards_small/8611007.jpg,https://images.ygoprodeck.com/images/cards_cropped/8611007.jpg
8617563,RR (레이드 랩터즈) －브레이브 스트릭스,Raidraptor - Brave Strix,XYZ Monster,https://images.ygoprodeck.com/images/cards/8617563.jpg,https://images.ygoprodeck.com/images/cards_small/8617563.jpg,https://images.ygoprodeck.com/images/cards_cropped/8617563.jpg
8628798,DD다이너마이트,D.D. Dynamite,Trap Card,https://images.ygoprodeck.com/images/cards/8628798.jpg,https://images.ygoprodeck.com/images/cards_small/8628798.jpg,https://images.ygoprodeck.com/images/cards_cropped/8628798.jpg
8632967,진화의 숙명,Evo-Karma,Spell Card,https://images.ygoprodeck.com/images/cards/8632967.jpg,https://images.ygoprodeck.com/images/cards_small/8632967.jpg,https://images.ygoprodeck.com/images/cards_cropped/8632967.jpg
8634636,흰꼬리의검은 고양이,Dark Cat with White Tail,Flip Effect Monster,https://images.ygoprodeck.com/images/cards/8634636.jpg,https://images.ygoprodeck.com/images/cards_small/8634636.jpg,https://images.ygoprodeck.com/images/cards_cropped/8634636.jpg
